02-05-2024 17:13:23, scale=2, epochs=500, batchSize=16, avgPSNR=23.05001058578491, avgSSIM=0.8073050439296574
imageN, model_psnr, bilinInter_psnr, bicubInter_psnr, areaInter_psnr, lanczosInter_psnr, model_ssim, bilinInter_ssim, bicubInter_ssim, areaInter_ssim, lanczosInter_ssim
1, 27.282743453979492, 27.513233184814453, 26.659523010253906, 25.073936462402344, 26.38919448852539, 0.8593239437565121, 0.8673558405516966, 0.8618671963513955, 0.8162850189216939, 0.8546610080084092
2, 22.00442886352539, 22.670974731445312, 22.568819046020508, 20.87588119506836, 22.388519287109375, 0.7919906007624019, 0.8139943842727686, 0.6977819322092824, 0.7710256200055684, 0.6849809131664795
3, 21.39649200439453, 21.892518997192383, 21.67564582824707, 20.048282623291016, 21.484012603759766, 0.7791155199628069, 0.8013209888282037, 0.7673658531170905, 0.7598547564979081, 0.7635303549992184
4, 27.213890075683594, 27.710773468017578, 27.448715209960938, 26.665163040161133, 27.364805221557617, 0.8660347039805294, 0.8975795465410759, 0.8789982155458385, 0.8538090841303971, 0.8752558581567718
5, 21.41655921936035, 21.9019775390625, 21.610050201416016, 19.89008140563965, 21.394899368286133, 0.7857599268298885, 0.805061726432836, 0.7536948764072681, 0.7571510241863628, 0.7452376526522148
6, 20.920583724975586, 21.256542205810547, 20.98792266845703, 19.422653198242188, 20.793628692626953, 0.7905099878158117, 0.8023967737826749, 0.7588011691596313, 0.7594118183857775, 0.7196041730412284
7, 22.17247200012207, 22.505252838134766, 22.280513763427734, 21.045942306518555, 22.157285690307617, 0.7875540501047915, 0.8008692896321368, 0.7242989907279886, 0.7571827675271293, 0.7035024416380823
8, 23.371341705322266, 24.619400024414062, 24.62389373779297, 22.544221878051758, 24.453697204589844, 0.8007096794688409, 0.8411535920677548, 0.7944231936118056, 0.7962523405450599, 0.7793849910634073
9, 23.261430740356445, 24.44586944580078, 23.830848693847656, 22.292652130126953, 23.637847900390625, 0.8730744181258864, 0.8979866816737999, 0.8710669475984532, 0.8492914727696641, 0.8363584089370131
10, 21.450759887695312, 21.770069122314453, 21.647010803222656, 20.079532623291016, 21.48668098449707, 0.7686004026032436, 0.782131213194455, 0.6970752995984779, 0.7466857288309288, 0.7070754060674576
11, 22.547191619873047, 23.076505661010742, 22.587549209594727, 20.813920974731445, 22.345458984375, 0.7998263889854393, 0.8206044405169997, 0.75105348805196, 0.7688970840185271, 0.7458344934068872
12, 21.15675926208496, 22.079914093017578, 21.750396728515625, 20.319290161132812, 21.473114013671875, 0.795341249711906, 0.8264926058005433, 0.782862437420157, 0.7906551143903224, 0.7780526841244573
